Country Name,Year,Cellphone,Internetuser,Radio,Telephone,Tv,Xlpopulation,Xlrealgdp
Gambia,1982,0,,68,2297.5212,,717,779
Gambia,1983,0,,100,2298.312,,739,685
Gambia,1984,0,,102,2426.928,,767,665
Gambia,1985,0,,105,2523.49,,796,609
Gambia,1986,0,,112,3016.9126,,827,641
Gambia,1987,0,,120,4111.8203,30,859,676
Gambia,1988,0,,128,5186.0562,60,893,747
Gambia,1989,0,,137,5717.5327,110,928,799
Gambia,1990,0,,146,6201.4126,,964,833
Gambia,1991,0,,154,10123.496,360,1001,851
Gambia,1992,206.346,,161,14160.997,660,1040,889
Gambia,1993,465.5233,,168,16577.52,1210,1080,943
Gambia,1994,828.329,,175,18674.127,2200,1121,979
Gambia,1995,1468.836,101.861,182,19559.348,4000,1163,942
Gambia,1996,3151.556,407.0151,189,21701.559,4200,1205,992
Gambia,1997,4815.062,610.2226,196,25258.223,4490,1248,999
Gambia,1998,5039.785,2496.318,203,25567.326,5040,1292,1098
Gambia,1999,5312.685,9006.163,211,29247.299,5660,1335.48,1207.03
Gambia,2000,5639.879,12085.45,,33537.137,,1379.99,1278.85
Georgia,1990,0,,,540000,1100000,5460,41325
Georgia,1991,0,,2985,556392.06,1199121,5464,32612
Georgia,1992,0,,2990,571333.94,1197138,5455,17961
Georgia,1993,0,,2995,567537.81,1192941,5440,12704
Georgia,1994,0,,3000,520562.66,2476059,5425,11390
Georgia,1995,148.1181,592.4724,3005,547345.69,2518008,5417,11682
Georgia,1996,2262.003,1966.959,3010,558026.31,2517708,5419,12996
Georgia,1997,29351.72,2935.172,3020,603194.56,2514464,5431,14455
Georgia,1998,61583.98,5131.999,3030,645369.38,2648112,5442,14894
Georgia,1999,136309.9,20460.35,3040,686967.44,1036317,5423.51,17490
Georgia,2000,204214.3,24118.85,,533498.56,1866590,5395.75,15177.8
Germany,1975,0,,51990,18767000,24400000,78679,805854
Germany,1976,0,,52500,19603000,25000000,78321,848939
Germany,1977,0,,52991,21162000,25400000,78160,873021
Germany,1978,0,,53486,22932000,25800000,78087,899278
Germany,1979,0,,53986,24743000,26200000,78099,936125
Germany,1980,0,,54491,26632000,26600000,78306,946280
Germany,1981,0,,55000,28554000,27000000,78422,947151
Germany,1982,0,,55491,30122000,27500000,78338,938301
Germany,1983,0,,55987,31370000,28000000,78123,954839
Germany,1984,0,,56487,35137000,28500000,77845,981677
Germany,1985,1375.096,,56991,36582000,29000000,77664,1000000
Germany,1986,30293.88,,57500,37899000,29500000,77686,1000000
Germany,1987,62125.91,,57669,39128000,29900000,77717,1000000
Germany,1988,119431.2,,57839,40288000,30300000,78121,1100000
Germany,1989,188464.3,,58009,41735000,30700000,140184,1100000
Germany,1990,299351,109809.6,58179,43095000,31100000,141375,1200000
Germany,1991,556452.1,209093.9,69650,,44500000,142010,1200000
Germany,1992,967681.9,348484.6,71062,33600000,44800000,80595,1350000
Germany,1993,1770406,374160.5,72502,35267480,45100000,81180,1250000
Germany,1994,2489810,749792.1,73971,36917168,45400000,81422,1350000
Germany,1995,3717010,1496782,75470,38789244,45700000,81661,1400000
Germany,1996,5505266,2496946,77000,41909908,46000000,81896,1400000
Germany,1997,8277372,5500912,77500,44046120,46300000,82053,1400000
Germany,1998,13900000,8100987,77800,45207492,46500000,82029,1500000
Germany,1999,23400000,17100000,78100,46535668,46700000,82069,1500000
Germany,2000,48200000,24800000,78400,48165128,46900000,82191.9,1500000
Ghana,1975,0,,1060,60000,33000,10023,12616
Ghana,1976,0,,1080,62000,35000,10229,12171
Ghana,1977,0,,1095,67000,40000,10427,12450
Ghana,1978,0,,1100,65000,40500,10604,13508
Ghana,1979,0,,1485,67000,50000,10753,13163
Ghana,1980,0,,1870,69000,56570,10880,12747
Ghana,1981,0,,1885,70000,68750,11027,12765
Ghana,1982,0,,1900,72000,83560,11236,11879
Ghana,1983,0,,2000,74000,101550,11982,11339
Ghana,1984,0,,2250,74000,123420,12653,12319
Ghana,1985,0,,2500,77000,150000,13050,12943
Ghana,1986,0,,2662,73000,166000,13597,13621
Ghana,1987,0,,2835,75000,183000,13985,14274
Ghana,1988,0,,3019,75000,202000,14379,15077
Ghana,1989,0,,3215,,223000,14778,15843
Ghana,1990,0,,3423,,246000,15190,16372
Ghana,1991,0,,3531,,387000,15614,17240
Ghana,1992,402.7935,,3643,,607000,16039,17912
Ghana,1993,1748.355,,3758,,955000,16461,18808
Ghana,1994,3344.663,,3877,,1500000,16878,19522
Ghana,1995,6358.323,61.53215,4000,,1600000,17291,20401
Ghana,1996,12887.7,1009.51,4250,,1650000,17698,21115
Ghana,1997,21821.08,4989.682,4400,,1730000,18101,22002
Ghana,1998,41134.18,5911.224,4560,,1810000,18497,23014
Ghana,1999,68526.86,19572.32,4720,,1900000,18864.7,23216.5
Ghana,2000,126062.3,29081.24,,,,19191,25120.3
Greece,1975,0,,3250,2009000,1140000,9046,71161
Greece,1976,0,,3300,2180000,1240000,9167,75691
Greece,1977,0,,3350,2320000,1332000,9309,78289
Greece,1978,0,,3400,2487000,1431000,9430,83380
Greece,1979,0,,3450,2664000,1536000,9548,86612
Greece,1980,0,,3500,2796000,1650000,9643,88117
Greece,1981,0,,3666,2957000,1697000,9729,88176
Greece,1982,0,,3833,3113000,1744000,9790,88516
Greece,1983,0,,4000,3313000,1793000,9847,88870
Greece,1984,0,,4000,3529000,1844000,9896,91319
Greece,1985,0,,4000,3721000,1896000,9934,94168
Greece,1986,0,,4049,3920000,1911000,9967,95702
Greece,1987,0,,4098,4126000,1925000,10001,95264
Greece,1988,0,,4148,4303000,1940000,10037,99494
Greece,1989,0,,4199,4523000,1955000,10090,103013
Greece,1990,0,,4250,4699000,1970000,10161,101922
Greece,1991,0,5000.049,4299,4980000,2032000,10247,105255
Greece,1992,0,5024.225,4348,5289000,2096000,10322,106232
Greece,1993,47990.75,20165.7,4398,5571000,2162000,10379,105704
Greece,1994,152941.3,40471.71,4449,,2230000,10426,106760
Greece,1995,273209,81408.61,4500,,2300000,10454,108933
Greece,1996,532000,153350.8,5000,,2500000,10476,111761
Greece,1997,935472.1,204847,5020,,2540000,10499,115301
Greece,1998,2030585,357759.4,5040,,2581000,10511,119568
Greece,1999,3871775,768160.6,5060,,2622000,10534,123442
Greece,2000,5929596,1033318,,,,10555.9,128355
Guatemala,1975,0,,262,,110000,6178,20164
Guatemala,1976,0,,265,,150000,6375,21654
Guatemala,1977,0,,275,71000,156250,6580,23344
Guatemala,1978,0,,280,,162500,6792,24511
Guatemala,1979,0,,300,,168750,7009,25667
Guatemala,1980,0,,321,,175000,7232,26632
Guatemala,1981,0,,343,,187000,7486,26804
Guatemala,1982,0,,367,,200000,7710,25858
Guatemala,1983,0,,393,,202000,7898,25193
Guatemala,1984,0,,421,,205000,8118,25321
Guatemala,1985,0,,450,128000,207000,8351,25167
Guatemala,1986,0,,477,,244000,8593,25199
Guatemala,1987,0,,505,133000,289000,8844,26094
Guatemala,1988,0,,535,138000,341000,9103,27110
Guatemala,1989,0,,566,159000,402000,9366,28179
Guatemala,1990,286.5616,,600,190000,475000,9631,29050
Guatemala,1991,1199.033,,627,198571.08,498000,9901,30125
Guatemala,1992,2111.491,,656,211453.88,522000,10179,31601
Guatemala,1993,2961.955,,686,228922.45,546000,10465,32865
Guatemala,1994,10410.61,,717,243890.11,573000,10759,34212
Guatemala,1995,29986.98,299.8798,750,286237.22,600000,11061,35923
Guatemala,1996,43420.54,1999.998,800,338031.38,620000,11370,37001
Guatemala,1997,64175.7,9997.148,835,429589.47,640000,11686,38592
Guatemala,1998,111424.4,49990.74,872,516904.28,661000,12008,40522
Guatemala,1999,337743.3,64991.42,910,610598.44,682000,12325.1,41085.3
Guatemala,2000,856831,80002.11,,676631,,12650.9,41631.7
Haiti,1975,0,,93,,13200,4839,4995
Haiti,1976,0,,95,18000,13500,4882,5422
Haiti,1977,0,,98,,14250,4925,5448
Haiti,1978,0,,100,,15000,4970,5710
Haiti,1979,0,,101,,15500,5017,6127
Haiti,1980,0,,105,,16000,5056,6591
Haiti,1981,0,,111,,17240,5091,6410
Haiti,1982,0,,118,,18570,5149,6191
Haiti,1983,0,,125,,20000,5248,6238
Haiti,1984,0,,132,,21540,5354,6256
Haiti,1985,0,,140,,23210,5468,6269
Haiti,1986,0,,162,,25000,5588,6261
Haiti,1987,0,,187,,26000,5708,6214
Haiti,1988,0,,217,,27270,5825,6263
Haiti,1989,0,,251,,28600,5939,6329
Haiti,1990,0,,290,45000,30000,6048,6323
Haiti,1991,0,,306,,31000,6133,6329
Haiti,1992,0,,323,,32000,6215,5456
Haiti,1993,0,,341,,33000,6310,5336
Haiti,1994,0,,360,,34000,6399,4893
Haiti,1995,0,,380,,35000,6488,5138
Haiti,1996,0,600,400,,36000,6583,5281
Haiti,1997,0,,415,,38000,6680,5361
Haiti,1998,9818.574,1963.715,420,,39274.3,6781,5532
Honduras,1975,0,,219,18000,34000,3151,4949
Honduras,1976,0,,261,18000,38700,3237,5467
Honduras,1977,0,,311,19000,44060,3326,6047
Honduras,1978,0,,370,20000,50160,3425,6662
Honduras,1979,0,,440,27000,57100,3520,6976
Honduras,1980,0,,523,,65000,3625,7014
Honduras,1981,0,,654,32000,87050,3744,7196
Honduras,1982,0,,818,34000,116600,3847,7078
Honduras,1983,0,,1023,36000,156000,3946,7030
Honduras,1984,0,,1279,44000,209000,4053,7312
Honduras,1985,0,,1600,46000,280000,4164,7640
Honduras,1986,0,,1670,50000,300000,4277,7710
Honduras,1987,0,,1742,54000,310000,4390,8167
Honduras,1988,0,,1818,66000,330000,4473,8571
Honduras,1989,0,,1897,77000,350000,4604,8894
Honduras,1990,0,,1980,88000,370000,4740,8898
Honduras,1991,0,,2042,94000,393000,4880,9138
Honduras,1992,0,,2106,99880.656,417000,5021,9668
Honduras,1993,0,,2172,111507.8,443000,5163,10355
Honduras,1994,0,,2240,124537.63,471000,5304,10158
Honduras,1995,0,1946.551,2310,152332.08,500000,5445,10534
Honduras,1996,2181.568,2360.072,2380,179581.45,550000,5585,10934
Honduras,1997,13870.91,9614.24,2450,224589.08,570000,5725,11481
Honduras,1998,34151.39,17617.04,2520,244173.28,591000,5862,11929
Honduras,1999,78267.55,34854.96,2600,278058.56,612000,6019.74,11103.5
Honduras,2000,159845.5,56620.38,,307513.5,,6177.48,11204.6
Hong Kong,1975,0,,,1034000,830343.9,4396,30729
Hong Kong,1976,0,,,1132000,850702.5,4518,35718
Hong Kong,1977,0,,,1251000,864558.8,4584,39908
Hong Kong,1978,0,,,1382000,963484.6,4668,43300
Hong Kong,1979,0,,,1517000,1060081,4930,48289
Hong Kong,1980,0,,,1676000,1114000,5063,53177
Hong Kong,1981,0,,,1823000,1160053,5183,58066
Hong Kong,1982,0,,,1947000,1185038,5265,59662
Hong Kong,1983,0,,,2042000,1209952,5345,63055
Hong Kong,1984,1000.014,,,2173000,1250017,5398,69340
Hong Kong,1985,4400,,,2315000,1275000,5456,69639
Hong Kong,1986,10034.67,,,2461000,1316549,5525,77122
Hong Kong,1987,28870.98,,,2662000,1389017,5585,87099
Hong Kong,1988,52959.22,,,2891000,1445845,5628,94083
Hong Kong,1989,92663.73,,,,1558369,5661,96478
Hong Kong,1990,138963.9,,,,1608475,5704,99770
Hong Kong,1991,197656.8,7294.74,,,1667427,5750,104858
Hong Kong,1992,233384.3,50008.62,,,1957506,5800,111343
Hong Kong,1993,290843,80000,,,2080000,5900,118227
Hong Kong,1994,481818.7,168946.5,,,2079036,6040,124613
Hong Kong,1995,798360,199996.8,,,2254963,6160,129402
Hong Kong,1996,1361967,300023.3,,,2450190,6310,135288
Hong Kong,1997,2229759,674968.8,,,2679876,6500,142372
Hong Kong,1998,3173884,946855.3,,,2883559,6690,135089
Hong Kong,1999,4276343,1400424,,,3105940,6830,139006
Hong Kong,2000,5447346,1855200,,,3322000,6889.7,150293
Hungary,1975,0,,4100,1048000,2850000,10532,61135
Hungary,1976,0,,4323,1076000,2938350,10589,61316
Hungary,1977,0,,4557,1104000,3029440,10637,65164
Hungary,1978,0,,4804,1143000,3123350,10673,66743
Hungary,1979,0,,5065,1187000,3220170,10698,66875
Hungary,1980,0,,5340,1261000,3320000,10710,67549
Hungary,1981,0,,5492,1297000,3488090,10713,68026
Hungary,1982,0,,5648,1338000,3664700,10711,70477
Hungary,1983,0,,5809,1383000,3850250,10700,69753
Hungary,1984,0,,5974,1433000,4045790,10679,71579
Hungary,1985,0,,6144,1485000,4250000,10657,69819
Hungary,1986,0,,6170,1541000,4265880,10640,71217
Hungary,1987,0,,6196,1609000,4281820,10621,72319
Hungary,1988,0,,6222,1676000,4297820,10596,73421
Hungary,1989,0,,6249,1770000,4313880,10576,71776
Hungary,1990,2642.451,,6275,1872000,4330000,10352,66990
Hungary,1991,8469.632,349.6958,6319,1954000,4339000,10352,59019
Hungary,1992,23262.71,4993.712,6364,2052000,4348000,10343,57212
Hungary,1993,45641.06,19968.96,6409,,4357000,10326,56884
Hungary,1994,142777.4,49922.16,6454,1774000,4366000,10307,58561
Hungary,1995,264560.3,69883.86,6500,2157000,4375000,10285,59430
Hungary,1996,472219.8,99813.95,7000,2651000,4400000,10259,60227
Hungary,1997,704467.9,199626.5,7010,3095000,4420000,10232,62981
Hungary,1998,1061964,396938.8,7038,3423000,4465561,10208,66089
Hungary,1999,1632044,601433.7,7057,,4510753,10186,69063
Hungary,2000,3082121,716357.9,,,4459453,10141.4,72605.9
India,1975,0,,17200,1744000,515000,607000,544683
India,1976,0,,18682,1914000,733000,620000,551402
India,1977,0,,20291,2096000,1042000,634000,593834
India,1978,0,,22039,2247000,1483000,648000,625695
India,1979,0,,23938,2424000,2109000,664000,594510
India,1980,0,,26000,,3000000,679000,637202
India,1981,0,,30000,2982000,3817000,692000,675882
India,1982,0,,34000,3019000,4856000,708000,697705
India,1983,0,,38000,3238000,6178000,723000,753942
India,1984,0,,44000,3488000,7860000,739000,783042
India,1985,0,,50000,3761000,10000000,755000,814344
India,1986,0,,53000,4057000,12000000,771000,848990
India,1987,0,,56000,4420000,15000000,788000,886154
India,1988,0,,60000,5113000,18000000,805000,978822
India,1989,0,,63000,,22000000,822000,1000000
India,1990,0,,67000,,27000000,839000,1100000
India,1991,0,,80000,,30000000,856000,1100000
India,1992,0,1002.75,85000,,34000000,872000,1200000
India,1993,0,2002.513,90000,,38000000,891000,1200000
India,1994,0,9997.783,95000,,42000000,908000,1300000
India,1995,77053.62,251218.1,111000,,47000000,927000,1400000
India,1996,331227.4,454473.5,113500,,57700000,943000,1500000
India,1997,891262.8,707480.8,116000,,63000000,959000,1600000
India,1998,1195350,1399942,118600,,70000000,975000,1700000
India,1999,1886124,2802694,121200,,75100000,991691,1800000
India,2000,3589557,5519162,,,79300000,1000000,1800000
Indonesia,1975,0,,5010,305000,300000,130485,196374
Indonesia,1976,0,,6239,319000,475000,133713,213675
Indonesia,1977,0,,7769,347000,754000,137026,230338
Indonesia,1978,0,,9674,393000,1194000,140425,240853
Indonesia,1979,0,,12046,441000,1893000,143912,253961
Indonesia,1980,0,,15000,513000,3000000,147490,275805
Indonesia,1981,0,,16100,584000,3495000,150657,294768
Indonesia,1982,0,,17300,669000,4072000,153894,283922
Indonesia,1983,0,,18600,,4744000,157204,295296
Indonesia,1984,1736.948,,20000,788000,5526000,160588,315677
Indonesia,1985,2017.488,,21500,796000,6438000,164047,323451
Indonesia,1986,4512.395,,22500,804000,7166000,166976,342452
Indonesia,1987,6302.788,,23600,890000,7976000,169959,359323
Indonesia,1988,8991.83,,24600,938000,8878000,172999,379917
Indonesia,1989,12919.7,,25800,,9882000,176094,414090
Indonesia,1990,17980.29,,26500,,10500000,179248,450901
Indonesia,1991,24562.64,,27100,,11000000,182223,473680
Indonesia,1992,35592.25,,27700,,11400000,185259,524482
Indonesia,1993,53461.13,,28300,,11900000,188359,560544
Indonesia,1994,78079.88,2001.432,28900,,12500000,191524,601301
Indonesia,1995,208474.6,49485.3,29500,,13000000,194755,648332
Indonesia,1996,554340.4,108401.2,31000,,13500000,198025,696426
Indonesia,1997,901492.6,377847.5,31500,,13800000,201350,727953
Indonesia,1998,1047436,501204.2,32000,,14000000,204390,627499
Indonesia,1999,2200089,891540.1,32500,,14300000,207429,627813
Indonesia,2000,3669334,2000004,,,,210159,647903
Iran,1975,0,,5000,688000,1700000,33379,195684
Iran,1976,0,,5500,782000,1720000,34381,229241
Iran,1977,0,,6000,829000,1790000,35430,226315
Iran,1978,0,,6500,,1850000,36519,199481
Iran,1979,0,,6750,730000,1930000,37772,182267
Iran,1980,0,,7000,,2000000,39274,156643
Iran,1981,0,,7166,1042000,2090000,40906,151918
Iran,1982,0,,7333,1063000,2190000,42555,175826
Iran,1983,0,,7500,1128000,2290000,44200,199031
Iran,1984,0,,8000,1211000,2390000,45868,202379
Iran,1985,0,,10000,1328000,2500000,47533,207245
Iran,1986,0,,10600,1492000,2692000,49274,187780
Iran,1987,0,,11300,1677000,2899000,50873,184939
Iran,1988,0,,12000,1893000,3122000,52435,174532
Iran,1989,0,,12700,2029000,3362000,53979,181227
Iran,1990,0,,13500,2199000,3620000,55717,199819
Iran,1991,0,,13833,2456000,3747000,57492,220999
Iran,1992,0,,14251,2972454.5,3878000,58905,234472
Iran,1993,0,,14681,3572679.5,4014000,59684,239395
Iran,1994,9149.219,248.6187,15400,4296055,4154000,60424,241560
Iran,1995,15839.93,2589.852,16000,5070495,4300000,61528,248565
Iran,1996,60890.15,10153.94,16600,5914639.5,4500000,62584,262234
Iran,1997,238695,29968.98,17000,6496742.5,4610000,63531,270110
Iran,1998,390074.9,65016.82,17400,7356895,4720000,64411,274695
Iran,1999,490423.3,249972.1,17800,8370233,4840000,65180,281233
Iran,2000,962579.9,624990.2,,9486111,,65865,297291
Iraq,1975,0,,1950,185000,415000,11118,47977
Iraq,1976,0,,2000,,454000,11494,57735
Iraq,1977,0,,2050,203000,497000,11883,59320
Iraq,1978,0,,2100,251000,543000,12317,70127
Iraq,1979,0,,2110,274000,594000,12768,86258
Iraq,1980,0,,2240,287000,650000,13233,84392
Iraq,1981,0,,2370,325000,694000,13703,69078
Iraq,1982,0,,2520,408000,740000,14173,68501
Iraq,1983,0,,2670,457000,790000,14652,62544
Iraq,1984,0,,2830,621000,843000,15161,62699
Iraq,1985,0,,3000,698000,900000,15694,61714
Iraq,1986,0,,3160,763000,969000,16247,61073
Iraq,1987,0,,3330,799000,1043000,16543,62812
Iraq,1988,0,,3500,809000,1122000,17038,49540
Iraq,1989,0,,3690,,1208000,17568,45160
Iraq,1990,0,,3880,,1300000,18135,44583
Iraq,1991,0,,3997,,1355000,17491,16540
Iraq,1992,0,,4117,,1413000,17905,21370
Iraq,1993,0,,4241,,1472000,18480,21370
Iraq,1994,0,,4369,,1535000,19083,21370
Iraq,1995,0,,4500,,1600000,19713,19938
Iraq,1996,0,,4700,,1700000,20367,19938
Iraq,1997,0,,4850,,1750000,21037,21932
Iraq,1998,0,,5000,,1843596,21722,24564
Ireland,1975,0,,865,444000,600000,3177,22612
Ireland,1976,0,,875,480000,633000,3228,23128
Ireland,1977,0,,962,519000,668000,3272,24750
Ireland,1978,0,,1057,554000,705000,3314,26584
Ireland,1979,0,,1162,556000,744000,3368,27488
Ireland,1980,0,,1277,650000,785000,3401,28079
Ireland,1981,0,,1404,720000,809000,3443,28857
Ireland,1982,0,,1543,779000,833000,3480,29237
Ireland,1983,0,,1697,824000,858000,3505,29296
Ireland,1984,0,,1865,894000,884000,3529,30344
Ireland,1985,300,,2050,942000,910000,3541,31096
Ireland,1986,1500,,2073,1006000,932000,3542,31071
Ireland,1987,3479.906,,2097,1067000,954000,3543,32431
Ireland,1988,6287.535,,2120,1130000,977000,3531,33893
Ireland,1989,13559.68,,2145,1210000,1001000,3510,36098
Ireland,1990,25021.41,,2170,1227000,1025000,3506,38963
Ireland,1991,32002.55,1999.989,2195,1317000,1099000,3526,39707
Ireland,1992,44042.69,6005.991,2221,1404000,1178000,3549,41540
Ireland,1993,61056.82,9993.773,2247,1491000,1262000,3563,43205
Ireland,1994,87641.68,19916.89,2273,,1353000,3583,45360
Ireland,1995,157834.4,39958.07,2300,,1450000,3601,50419
Ireland,1996,289070.6,80130.45,2500,,1460000,3626,54768
Ireland,1997,546101.8,150316.3,2550,,1470000,3661,60602
Ireland,1998,947812.9,300602.4,2600,,1502875,3705,66084
Ireland,1999,1684748,411944.5,2650,,1511953,3754.57,72414.8
Ireland,2000,2477962,683724.6,,,1520407,3805.13,79801.2
Israel,1990,14986.9,4916.96,2165,,1225000,4512,58511
Israel,1991,22769.5,9899.781,2275,,1309000,4756,61848
Israel,1992,35467.07,14735.38,2375,,1376000,4937,66051
Israel,1993,62902.18,19509.39,2479,,1442000,5062,68298
Israel,1994,128986.1,29001.93,2587,,1522000,5185,73012
Israel,1995,439589.5,49341.52,2700,,1600000,5306,77977
Israel,1996,1035323,118595.7,3000,,1650000,5422,81639
Israel,1997,1652844,247070.4,3070,,1690000,5535,83846
Israel,1998,2142336,598696.5,3140,,1730000,5644,85520
Israel,1999,2889814,802726.1,3210,,1770000,5750,85614.1
Israel,2000,4413615,1273930,,,,5852,88251
Italy,1975,0,,32500,14501000,15000000,55441,596946
Italy,1976,0,,32800,15246000,16200000,55718,635737
Italy,1977,0,,33100,16125000,17500000,55955,654108
Italy,1978,0,,33400,17088000,18900000,56155,678494
Italy,1979,0,,33700,18092000,20400000,56318,716984
Italy,1980,0,,34000,19277000,22000000,56434,742299
Italy,1981,0,,34600,20453000,22300000,56510,745816
Italy,1982,0,,35200,21680000,22600000,56579,749233
Italy,1983,0,,35800,22992000,22900000,56626,758360
Italy,1984,0,,36400,24331000,23300000,56652,777841
Italy,1985,6354.924,,37000,25615000,23600000,56674,799697
Italy,1986,8945.217,,38600,26874000,23700000,56675,822404
Italy,1987,16323.76,,40200,28052000,23800000,56674,847870
Italy,1988,33133.89,,41900,29300000,24000000,56629,880671
Italy,1989,65073.32,,43700,30716000,24100000,56672,906053
Italy,1990,261658.9,9836.802,45500,32037000,24200000,56719,925654
Italy,1991,568010,20000.35,45800,,24500000,56751,938522
Italy,1992,782986.3,39999.3,46100,,24700000,56859,945660
Italy,1993,1207154,69998.77,46400,,25000000,57049,937303
Italy,1994,2234172,109713.8,46700,,25200000,57204,957993
Italy,1995,3914173,299325,47000,,25500000,57301,986004
Italy,1996,6422000,585000,50000,,30000000,57397,994537
Italy,1997,11800000,1303522,50500,,30300000,57512,1000000
Italy,1998,20600000,2610549,51000,,30600000,57592,1000000
Italy,1999,30500000,8243335,51500,,31200000,57650,1000000
Italy,2000,42500000,13300000,,,,57694,1000000
Ivory Coast,1975,0,,206,59000,100500,6889,12400
Ivory Coast,1976,0,,210,58000,101000,7151,13886
Ivory Coast,1977,0,,250,67000,150500,7419,14541
Ivory Coast,1978,0,,325,76000,200000,7692,15982
Ivory Coast,1979,0,,422,83000,205000,7973,16282
Ivory Coast,1980,0,,548,88000,300000,8261,17539
Ivory Coast,1981,0,,711,92000,332000,8558,18152
Ivory Coast,1982,0,,924,99000,368000,8866,18188
Ivory Coast,1983,0,,1200,103000,408000,9185,17479
Ivory Coast,1984,0,,1232,105000,451000,9517,16902
Ivory Coast,1985,0,,1266,106000,500000,9864,17732
Ivory Coast,1986,0,,1300,106000,535000,10221,18262
Ivory Coast,1987,0,,1372,110000,573000,10585,17970
Ivory Coast,1988,0,,1447,55000,613000,10956,17646
Ivory Coast,1989,0,,1527,68000,657000,11362,17542
Ivory Coast,1990,0,,1700,73000,703000,11904,16330
Ivory Coast,1991,0,,1773,79000,730000,12430,16330
Ivory Coast,1992,0,,1850,86000,758000,12796,16297
Ivory Coast,1993,0,,1930,94000,788000,13223,16265
Ivory Coast,1994,0,,2013,103000,818000,13731,16590
Ivory Coast,1995,0,30.87074,2100,116000,850000,14204,17768
Ivory Coast,1996,14192.91,1361.794,2200,130000,870000,14653,18976
Ivory Coast,1997,38328.06,3194.103,2260,142000,900000,15075,20115
Ivory Coast,1998,96292.09,10557.26,2322,147000,931000,15446,21201
Ivory Coast,1999,273751.8,21293.17,2385,,963000,15827.2,20673.1
Ivory Coast,2000,506249.9,42816.18,,,,16193.4,19883.4
Japan,1975,0,,59208,28189000,40000000,111520,1300000
Japan,1976,0,,59650,30927000,44000000,112770,1300000
Japan,1977,0,,64031,33128000,48000000,113880,1400000
Japan,1978,0,,68733,34800000,53000000,114920,1400000
Japan,1979,0,,73781,36536000,58000000,115880,1500000
Japan,1980,0,,79200,38369000,63000000,116800,1600000
Japan,1981,13252.47,,82100,40264000,64000000,117650,1600000
Japan,1982,19771.95,,85200,41977000,66000000,118450,1700000
Japan,1983,27157.01,,88300,43787000,67000000,119260,1700000
Japan,1984,40316.42,,91600,45767000,69000000,120020,1800000
Japan,1985,61649.39,,95000,47670000,70000000,120750,1900000
Japan,1986,95079.35,,98000,45299000,71100000,121490,1900000
Japan,1987,150800.2,,101100,46772000,72200000,122090,2000000
Japan,1988,242949.4,,104300,48419000,73200000,122610,2100000
Japan,1989,489633.6,,107600,52454000,74400000,123120,2200000
Japan,1990,867558.3,24985.03,111000,54528000,75500000,123540,2300000
Japan,1991,1377219,49967.74,111700,56260000,77400000,123920,2400000
Japan,1992,1710301,119842.8,112400,57576888,79400000,124320,2400000
Japan,1993,2127131,499006.3,113100,58713156,81400000,124670,2400000
Japan,1994,4323861,998266.4,113800,60584792,83400000,124960,2500000
Japan,1995,11700000,1997914,114500,62227016,85500000,125570,2500000
Japan,1996,26900000,5496591,120000,63997308,85900000,125864,2600000
Japan,1997,38200000,11500000,120500,65725616,86500000,126166,2700000
Japan,1998,47300000,16900000,121000,67504552,90000000,126486,2600000
Japan,1999,56800000,27100000,121500,70530000,91000000,126737,2600000
Japan,2000,66800000,38000000,,74314320,92000000,126957,2600000
Jordan,1975,0,,529,,115000,1803,4657
Jordan,1976,0,,531,,130000,1870,5789
Jordan,1977,0,,532,41012,147500,1938,6166
Jordan,1978,0,,535,44463.996,165000,2007,7462
Jordan,1979,0,,536,52306.16,168000,2077,8142
Jordan,1980,0,,536,60533,171000,2168,9689
Jordan,1981,0,,540,71704.258,185500,2262,10147
Jordan,1982,0,,545,86293.391,200000,2357,10897
Jordan,1983,0,,617,100367.8,201000,2451,11115
Jordan,1984,0,,699,114023.58,220000,2546,12071
Jordan,1985,0,,791,147873,238000,2646,12493
Jordan,1986,0,,832,156024,240000,2748,13626
Jordan,1987,0,,876,176729.64,255000,2851,13997
Jordan,1988,0,,921,197693.38,271000,2956,13853
Jordan,1989,0,,969,215577.38,288000,3069,12387
Jordan,1990,1329.534,,1020,227085.09,315000,3277,12371
Jordan,1991,1400.376,,1072,254032.16,335000,3562,12656
Jordan,1992,1420.152,,1133,270300.09,357000,3762,14807
Jordan,1993,1424.99,,1197,283907.78,380000,3889,15666
Jordan,1994,1428.761,,1265,312818.53,404000,3999,16856
Jordan,1995,12122.58,977.6276,1350,309914.78,430000,4099,17514
Jordan,1996,15668.88,1946.467,1600,336274.59,480000,4210,17689
Jordan,1997,43656.52,26516.25,1660,391939.31,500000,4322,17919
Jordan,1998,79673.28,58787.31,1720,493795.72,521000,4435,18313
Jordan,1999,114550.3,116078.4,1790,546815.13,543000,4561,18615.2
Jordan,2000,377216.5,123471.7,,595478.88,,4701,18397.4
Kazakhstan,1990,0,,,1307696.9,3530462,16742,122295
Kazakhstan,1991,0,,6252,1399163.8,3671643,16878,108830
Kazakhstan,1992,0,,6301,1461451.4,3677202,16975,103024
Kazakhstan,1993,0,,6350,1920709.5,3737716,16964,93636
Kazakhstan,1994,389.4146,81.77454,6400,1934417.9,3757851,16775,81777
Kazakhstan,1995,4468.174,1748.416,6450,1906686.5,3759094,16540,75106
